Kachelname;Aktualitaet;Erfassungsmethode;Fortfuehrung;Fortfuehrungsmethode;Genauigkeit;Koordinatenreferenzsystem_Lage;Koordinatenreferenzsystem_Hoehe;Hoehenanomalie
dgm1_32_511_5279_1_bw_2020;;5020;;5020;0.15;ETRS89_UTM;DE_DHHN2016_NH;DE_AdV_GCG
